編號,字元,UNICODE,區段,CNS11643,Big5,筆畫,部首
5900,鏤,U+93E4,URO,1-7940,C3F3,19,金
5901,鏥,U+93E5,URO,3-5B4A,,19,金
5902,鏨,U+93E8,URO,1-7942,C3F5,19,金
5903,鏮,U+93EE,URO,2-675A,F36E,19,金
5904,鏲,U+93F2,URO,3-6664,,19,金
5905,鏵,U+93F5,URO,2-6A41,F4F3,20,金
5906,鏽,U+93FD,URO,1-7A4E,C4C3,20,金
5907,鐃,U+9403,URO,1-7A4D,C4C2,20,金
5908,鐐,U+9410,URO,2-6A3D,F4EF,20,金
5909,鐓,U+9413,URO,2-6A36,F4E8,20,金
5910,鐔,U+9414,URO,2-6A3A,F4EC,20,金
5911,鐕,U+9415,URO,2-6A3C,F4EE,20,金
5912,鐘,U+9418,URO,1-7A4C,C4C1,20,金
5913,鐙,U+9419,URO,2-6A3F,F4F1,20,金
5914,鐤,U+9424,URO,3-6668,,20,金
5915,鐮,U+942E,URO,1-7B35,C549,21,金
5916,鐲,U+9432,URO,1-7B3A,C54E,21,金
5917,鐳,U+9433,URO,1-7B36,C54A,21,金
5918,鐵,U+9435,URO,1-7B37,C54B,21,金
5919,鐸,U+9438,URO,1-7B39,C54D,21,金
5920,鐺,U+943A,URO,1-7B38,C54C,21,金
5921,鑄,U+9444,URO,1-7B7B,C5B1,22,金
5922,鑊,U+944A,URO,2-6E38,F769,22,金
5923,鑌,U+944C,URO,2-6E36,F767,22,金
5924,鑑,U+9451,URO,1-7B7C,C5B2,22,金
5925,鑒,U+9452,URO,1-7B7D,C5B3,22,金
5926,鑔,U+9454,URO,3-5F6B,,22,金
5927,鑠,U+9460,URO,1-7C4C,C5E0,23,金
5928,鑢,U+9462,URO,2-6F58,F84A,23,金
5929,鑣,U+9463,URO,1-7C4B,C5DF,23,金
5930,鑪,U+946A,URO,1-7C6F,C644,24,金
5931,鑫,U+946B,URO,2-7058,F8CA,24,金
5932,鑰,U+9470,URO,1-7D2C,C65F,25,金
5933,鑱,U+9471,URO,2-7144,F955,25,金
5934,鑲,U+9472,URO,1-7D2B,C65E,25,金
5935,鑷,U+9477,URO,1-7D35,C668,26,金
5936,鑼,U+947C,URO,1-7D3F,C672,27,金
5937,鑽,U+947D,URO,1-7D3D,C670,27,金
5938,鑾,U+947E,URO,1-7D3E,C671,27,金
5939,鑿,U+947F,URO,1-7D44,C677,28,金
5940,钁,U+9481,URO,2-7231,F9C1,28,金
5941,長,U+9577,URO,1-4F5B,AAF8,8,長
5942,門,U+9580,URO,1-4F5C,AAF9,8,門
5943,閂,U+9582,URO,1-536D,ADAC,9,門
5944,閃,U+9583,URO,1-5860,B07B,10,門
5945,閉,U+9589,URO,1-5D70,B3AC,11,門
5946,開,U+958B,URO,1-6264,B67D,12,門
5947,閏,U+958F,URO,1-6263,B67C,12,門
5948,閑,U+9591,URO,1-6265,B67E,12,門
5949,閒,U+9592,URO,1-6267,B6A2,12,門
5950,間,U+9593,URO,1-6266,B6A1,12,門
5951,閔,U+9594,URO,1-6262,B67B,12,門
5952,閕,U+9595,URO,3-3F6C,,12,門
5953,閘,U+9598,URO,1-6750,B968,13,門
5954,閣,U+95A3,URO,1-6B5E,BBD5,14,門
5955,閤,U+95A4,URO,1-6B60,BBD7,14,門
5956,閥,U+95A5,URO,1-6B5F,BBD6,14,門
5957,閨,U+95A8,URO,1-6B5C,BBD3,14,門
5958,閩,U+95A9,URO,1-6B5D,BBD4,14,門
5959,閬,U+95AC,URO,2-554F,E8A6,15,門
5960,閭,U+95AD,URO,1-6F64,BE5B,15,門
5961,閱,U+95B1,URO,1-6F65,BE5C,15,門
5962,閶,U+95B6,URO,2-5B57,EC4B,16,門
5963,閹,U+95B9,URO,2-5B55,EC49,16,門
5964,閻,U+95BB,URO,1-726F,C046,16,門
5965,閼,U+95BC,URO,2-5B52,EC46,16,門
5966,闆,U+95C6,URO,1-757E,C1F3,17,門
5967,闇,U+95C7,URO,2-603B,EEEE,17,門
5968,闈,U+95C8,URO,1-757D,C1F2,17,門
5969,闉,U+95C9,URO,2-603D,EEF0,17,門
5970,闊,U+95CA,URO,1-757A,C1EF,17,門
5971,闋,U+95CB,URO,1-757B,C1F0,17,門
5972,闐,U+95D0,URO,1-7760,C2F5,18,門
5973,闔,U+95D4,URO,1-775E,C2F3,18,門
5974,闕,U+95D5,URO,1-7761,C2F6,18,門
5975,闖,U+95D6,URO,1-775F,C2F4,18,門
5976,闚,U+95DA,URO,2-6764,F377,19,門
5977,關,U+95DC,URO,1-7943,C3F6,19,門
5978,闡,U+95E1,URO,1-7A4F,C4C4,20,門
5979,闢,U+95E2,URO,1-7B3C,C550,21,門
5980,阜,U+961C,URO,1-4F5D,AAFA,8,阜
5981,阡,U+9621,URO,1-486A,A6E9,6,阜
5982,阪,U+962A,URO,1-4B62,A8C1,7,阜
5983,阮,U+962E,URO,1-4B60,A8BF,7,阜
5984,阱,U+9631,URO,1-4B61,A8C0,7,阜
5985,防,U+9632,URO,1-4B5F,A8BE,7,阜
5986,阻,U+963B,URO,1-4F60,AAFD,8,阜
5987,阿,U+963F,URO,1-4F5F,AAFC,8,阜
5988,陀,U+9640,URO,1-4F5E,AAFB,8,阜
5989,陂,U+9642,URO,1-4F62,AB40,8,阜
5990,附,U+9644,URO,1-4F61,AAFE,8,阜
5991,陋,U+964B,URO,1-536F,ADAE,9,阜
5992,陌,U+964C,URO,1-5370,ADAF,9,阜
5993,降,U+964D,URO,1-5371,ADB0,9,阜
5994,限,U+9650,URO,1-536E,ADAD,9,阜
5995,陛,U+965B,URO,1-5864,B0A1,10,阜
5996,陝,U+965D,URO,1-5865,B0A2,10,阜
5997,陞,U+965E,URO,1-5868,B0A5,10,阜
5998,陡,U+9661,URO,1-5863,B07E,10,阜
5999,院,U+9662,URO,1-5861,B07C,10,阜
6000,陣,U+9663,URO,1-5862,B07D,10,阜
6001,除,U+9664,URO,1-5866,B0A3,10,阜
6002,陪,U+966A,URO,1-5D71,B3AD,11,阜
6003,陰,U+9670,URO,1-5D75,B3B1,11,阜
6004,陲,U+9672,URO,1-6270,B6AB,12,阜
6005,陳,U+9673,URO,1-5D73,B3AF,11,阜
6006,陴,U+9674,URO,1-5D76,B3B2,11,阜
6007,陵,U+9675,URO,1-5D72,B3AE,11,阜
6008,陶,U+9676,URO,1-5D77,B3B3,11,阜
6009,陷,U+9677,URO,1-5D78,B3B4,11,阜
6010,陸,U+9678,URO,1-5D74,B3B0,11,阜
6011,陽,U+967D,URO,1-626C,B6A7,12,阜
6012,隅,U+9685,URO,1-626D,B6A8,12,阜
6013,隆,U+9686,URO,1-626E,B6A9,12,阜
6014,隊,U+968A,URO,1-6269,B6A4,12,阜
6015,隋,U+968B,URO,1-626B,B6A6,12,阜
6016,隍,U+968D,URO,1-626F,B6AA,12,阜
6017,階,U+968E,URO,1-626A,B6A5,12,阜
6018,隔,U+9694,URO,1-6752,B96A,13,阜
6019,隕,U+9695,URO,1-6753,B96B,13,阜
6020,隘,U+9698,URO,1-6751,B969,13,阜
6021,隙,U+9699,URO,1-6B61,BBD8,14,阜
6022,際,U+969B,URO,1-6B63,BBDA,14,阜
6023,障,U+969C,URO,1-6B62,BBD9,14,阜
6024,隧,U+96A7,URO,1-7270,C047,16,阜
6025,隨,U+96A8,URO,1-7271,C048,16,阜
6026,險,U+96AA,URO,1-7272,C049,16,阜
6027,隱,U+96B1,URO,1-7621,C1F4,17,阜
6028,隴,U+96B4,URO,1-7944,C3F7,19,阜
6029,隷,U+96B7,URO,3-5349,,16,隶
6030,隸,U+96B8,URO,1-7622,C1F5,17,隶
6031,隹,U+96B9,URO,1-4F63,AB41,8,隹
6032,隻,U+96BB,URO,1-5869,B0A6,10,隹
6033,雀,U+96C0,URO,1-5D7A,B3B6,11,隹
6034,雁,U+96C1,URO,1-6272,B6AD,12,隹
6035,雄,U+96C4,URO,1-6274,B6AF,12,隹
6036,雅,U+96C5,URO,1-6273,B6AE,12,隹
6037,集,U+96C6,URO,1-6275,B6B0,12,隹
6038,雇,U+96C7,URO,1-6276,B6B1,12,隹
6039,雉,U+96C9,URO,1-6756,B96E,13,隹
6040,雋,U+96CB,URO,1-6755,B96D,13,隹
6041,雌,U+96CC,URO,1-6B64,BBDB,14,隹
6042,雍,U+96CD,URO,1-6754,B96C,13,隹
6043,雎,U+96CE,URO,2-485B,E0D5,13,隹
6044,雒,U+96D2,URO,1-6B65,BBDC,14,隹
6045,雕,U+96D5,URO,1-7273,C04A,16,隹
6046,雖,U+96D6,URO,1-7623,C1F6,17,隹
6047,雙,U+96D9,URO,1-7764,C2F9,18,隹
6048,雛,U+96DB,URO,1-7765,C2FA,18,隹
6049,雜,U+96DC,URO,1-7763,C2F8,18,隹
6050,雞,U+96DE,URO,1-7766,C2FB,18,隹
6051,離,U+96E2,URO,1-7762,C2F7,18,隹
6052,難,U+96E3,URO,1-7945,C3F8,19,隹
6053,雨,U+96E8,URO,1-4F64,AB42,8,雨
6054,雩,U+96E9,URO,1-5D7C,B3B8,11,雨
6055,雪,U+96EA,URO,1-5D7B,B3B7,11,雨
6056,雭,U+96ED,URO,3-3F7C,,12,雨
6057,雯,U+96EF,URO,1-6277,B6B2,12,雨
6058,雰,U+96F0,URO,2-414D,DCA8,12,雨
6059,雲,U+96F2,URO,1-6278,B6B3,12,雨
6060,零,U+96F6,URO,1-675B,B973,13,雨
6061,雷,U+96F7,URO,1-6758,B970,13,雨
6062,雹,U+96F9,URO,1-675A,B972,13,雨
6063,雺,U+96FA,URO,2-485C,E0D6,13,雨
6064,電,U+96FB,URO,1-6759,B971,13,雨
6065,需,U+9700,URO,1-6B66,BBDD,14,雨
6066,霂,U+9702,URO,2-5558,E8AF,15,雨
6067,霄,U+9704,URO,1-6F66,BE5D,15,雨
6068,霆,U+9706,URO,1-6F67,BE5E,15,雨
6069,震,U+9707,URO,1-6F68,BE5F,15,雨
6070,霈,U+9708,URO,2-5557,E8AE,15,雨
6071,霍,U+970D,URO,1-7277,C04E,16,雨
6072,霎,U+970E,URO,1-7274,C04B,16,雨
6073,霏,U+970F,URO,1-7279,C050,16,雨
6074,霑,U+9711,URO,1-7275,C04C,16,雨
6075,霓,U+9713,URO,1-7278,C04F,16,雨
6076,霖,U+9716,URO,1-7276,C04D,16,雨
6077,霙,U+9719,URO,2-6048,EEFB,17,雨
6078,霜,U+971C,URO,1-7624,C1F7,17,雨
6079,霞,U+971E,URO,1-7625,C1F8,17,雨
6080,霢,U+9722,URO,2-6443,F177,18,雨
6081,霧,U+9727,URO,1-7947,C3FA,19,雨
6082,露,U+9732,URO,1-7B3F,C553,21,雨
6083,霸,U+9738,URO,1-7B3D,C551,21,雨
6084,霹,U+9739,URO,1-7B3E,C552,21,雨
6085,霽,U+973D,URO,1-7B7E,C5B4,22,雨
6086,霾,U+973E,URO,1-7C21,C5B5,22,雨
6087,靂,U+9742,URO,1-7C70,C645,24,雨
6088,靄,U+9744,URO,1-7C72,C647,24,雨
6089,靈,U+9748,URO,1-7C71,C646,24,雨
6090,青,U+9752,URO,1-4F65,AB43,8,青
6091,靖,U+9756,URO,1-675C,B974,13,青
6092,靘,U+9758,URO,2-4F26,E4BE,14,青
6093,靚,U+975A,URO,2-5559,E8B0,15,青
6094,靛,U+975B,URO,1-727A,C051,16,青
6095,靜,U+975C,URO,1-727B,C052,16,青
6096,非,U+975E,URO,1-4F66,AB44,8,非
6097,靠,U+9760,URO,1-6F6A,BE61,15,非
6098,靡,U+9761,URO,1-7948,C3FB,19,非
6099,面,U+9762,URO,1-5372,ADB1,9,面
6100,革,U+9769,URO,1-5373,ADB2,9,革
6101,靳,U+9773,URO,2-4860,E0DA,13,革
6102,靴,U+9774,URO,1-675D,B975,13,革
6103,靶,U+9776,URO,1-675E,B976,13,革
6104,鞅,U+9785,URO,1-6B68,BBDF,14,革
6105,鞋,U+978B,URO,1-6F6C,BE63,15,革
6106,鞍,U+978D,URO,1-6F6B,BE62,15,革
6107,鞏,U+978F,URO,1-6F6D,BE64,15,革
6108,鞘,U+9798,URO,1-727D,C054,16,革
6109,鞠,U+97A0,URO,1-7626,C1F9,17,革
6110,鞦,U+97A6,URO,1-7769,C2FE,18,革
6111,鞭,U+97AD,URO,1-776A,C340,18,革
6112,韁,U+97C1,URO,1-7C23,C5B7,22,革
6113,韆,U+97C6,URO,1-7C73,C648,24,革
6114,韋,U+97CB,URO,1-5374,ADB3,9,韋
6115,韌,U+97CC,URO,1-6279,B6B4,12,韋
6116,韓,U+97D3,URO,1-7627,C1FA,17,韋
6117,韙,U+97D9,URO,2-644E,F1A4,18,韋
6118,韜,U+97DC,URO,1-7949,C3FC,19,韋
6119,韞,U+97DE,URO,2-6770,F3A5,19,韋
6120,韭,U+97ED,URO,1-5375,ADB4,9,韭
6121,韮,U+97EE,URO,3-454F,,13,韭
6122,音,U+97F3,URO,1-5376,ADB5,9,音
6123,韶,U+97F6,URO,1-6B69,BBE0,14,音
6124,韻,U+97FB,URO,1-794A,C3FD,19,音
6125,響,U+97FF,URO,1-7B40,C554,21,音
6126,頁,U+9801,URO,1-5377,ADB6,9,頁
6127,頂,U+9802,URO,1-5E21,B3BB,11,頁
6128,頃,U+9803,URO,1-5E22,B3BC,11,頁
6129,項,U+9805,URO,1-627A,B6B5,12,頁
6130,順,U+9806,URO,1-627B,B6B6,12,頁
6131,頇,U+9807,URO,2-4151,DCAC,12,頁
6132,須,U+9808,URO,1-627C,B6B7,12,頁
6133,頊,U+980A,URO,1-6762,B97A,13,頁
6134,頌,U+980C,URO,1-6764,B97C,13,頁
6135,預,U+9810,URO,1-675F,B977,13,頁
6136,頑,U+9811,URO,1-6760,B978,13,頁
6137,頒,U+9812,URO,1-6763,B97B,13,頁
6138,頓,U+9813,URO,1-6761,B979,13,頁
6139,頕,U+9815,URO,3-4A55,,14,頁
6140,頗,U+9817,URO,1-6B6A,BBE1,14,頁
6141,領,U+9818,URO,1-6B6B,BBE2,14,頁
6142,頜,U+981C,URO,1-6F70,BE67,15,頁
6143,頡,U+9821,URO,1-6F6E,BE65,15,頁
6144,頤,U+9824,URO,1-7326,C05B,16,頁
6145,頦,U+9826,URO,2-5561,E8B8,15,頁
6146,頭,U+982D,URO,1-7324,C059,16,頁
6147,頰,U+9830,URO,1-727E,C055,16,頁
6148,頷,U+9837,URO,1-7323,C058,16,頁
6149,頸,U+9838,URO,1-7321,C056,16,頁
6150,頹,U+9839,URO,1-7325,C05A,16,頁
6151,頻,U+983B,URO,1-7322,C057,16,頁
6152,顆,U+9846,URO,1-7628,C1FB,17,頁
6153,題,U+984C,URO,1-776E,C344,18,頁
6154,額,U+984D,URO,1-776C,C342,18,頁
6155,顎,U+984E,URO,1-776F,C345,18,頁
6156,顏,U+984F,URO,1-776D,C343,18,頁
6157,顓,U+9853,URO,1-7770,C346,18,頁
6158,願,U+9858,URO,1-794C,C440,19,頁
6159,顛,U+985B,URO,1-794D,C441,19,頁
6160,類,U+985E,URO,1-794B,C3FE,19,頁
6161,顢,U+9862,URO,2-6A5D,F54F,20,頁
6162,顥,U+9865,URO,1-7B42,C556,21,頁
6163,顧,U+9867,URO,1-7B41,C555,21,頁
6164,顫,U+986B,URO,1-7C24,C5B8,22,頁
6165,顯,U+986F,URO,1-7C4F,C5E3,23,頁
6166,顰,U+9870,URO,1-7C74,C649,24,頁
6167,顱,U+9871,URO,1-7D2D,C660,25,頁
6168,顴,U+9874,URO,2-717D,F9AF,27,頁
6169,風,U+98A8,URO,1-5378,ADB7,9,風
6170,颯,U+98AF,URO,1-6B6C,BBE3,14,風
6171,颱,U+98B1,URO,1-6B6D,BBE4,14,風
6172,颳,U+98B3,URO,1-6F71,BE68,15,風
6173,颷,U+98B7,URO,3-572A,,17,風
6174,颺,U+98BA,URO,1-7771,C347,18,風
6175,颼,U+98BC,URO,1-794E,C442,19,風
6176,飄,U+98C4,URO,1-7A51,C4C6,20,風
6177,飆,U+98C6,URO,2-6C62,F674,21,風
6178,飛,U+98DB,URO,1-5379,ADB8,9,飛
6179,食,U+98DF,URO,1-537A,ADB9,9,食
6180,飢,U+98E2,URO,1-586A,B0A7,10,食
6181,飫,U+98EB,URO,2-4153,DCAE,12,食
6182,飭,U+98ED,URO,1-6324,B6BD,12,食
6183,飯,U+98EF,URO,1-6321,B6BA,12,食
6184,飲,U+98F2,URO,1-6323,B6BC,12,食
6185,飴,U+98F4,URO,1-6766,B97E,13,食
6186,飼,U+98FC,URO,1-6765,B97D,13,食
6187,飽,U+98FD,URO,1-6767,B9A1,13,食
6188,飾,U+98FE,URO,1-6768,B9A2,13,食
6189,餃,U+9903,URO,1-6B6E,BBE5,14,食
6190,餅,U+9905,URO,1-6B6F,BBE6,14,食
6191,餈,U+9908,URO,2-5568,E8BF,15,食
6192,餉,U+9909,URO,1-6B71,BBE8,14,食
6193,養,U+990A,URO,1-6F72,BE69,15,食
6194,餌,U+990C,URO,1-6B70,BBE7,14,食
6195,餐,U+9910,URO,1-7327,C05C,16,食
6196,餑,U+9911,URO,2-556A,E8C1,15,食
6197,餒,U+9912,URO,1-6F74,BE6B,15,食
6198,餓,U+9913,URO,1-6F73,BE6A,15,食
6199,餔,U+9914,URO,2-556B,E8C2,15,食
6200,餕,U+9915,URO,2-556E,E8C5,15,食
6201,餖,U+9916,URO,2-556C,E8C3,15,食
6202,餘,U+9918,URO,1-6F75,BE6C,15,食
6203,餚,U+991A,URO,1-732C,C061,16,食
6204,餛,U+991B,URO,1-732A,C05F,16,食
6205,餜,U+991C,URO,3-5365,,16,食
6206,餞,U+991E,URO,1-7329,C05E,16,食
6207,餡,U+9921,URO,1-732B,C060,16,食
6208,館,U+9928,URO,1-7328,C05D,16,食
6209,餮,U+992E,URO,1-7775,C34B,18,食
6210,餲,U+9932,URO,2-605C,EF50,17,食
6211,餳,U+9933,URO,2-605B,EF4F,17,食
6212,餵,U+9935,URO,1-762A,C1FD,17,食
6213,餾,U+993E,URO,1-7772,C348,18,食
6214,餿,U+993F,URO,1-7773,C349,18,食
6215,饅,U+9945,URO,1-794F,C443,19,食
6216,饈,U+9948,URO,2-677A,F3AF,19,食
6217,饋,U+994B,URO,2-6A66,F558,20,食
6218,饌,U+994C,URO,2-6A65,F557,20,食
6219,饑,U+9951,URO,1-7A53,C4C8,20,食
6220,饒,U+9952,URO,1-7A52,C4C7,20,食
6221,饓,U+9953,URO,2-6A67,F559,20,食
6222,饕,U+9955,URO,1-7C25,C5B9,22,食
6223,饗,U+9957,URO,1-7B43,C557,21,食
6224,饜,U+995C,URO,1-7C50,C5E4,23,食
6225,饞,U+995E,URO,1-7D2E,C661,25,食
6226,首,U+9996,URO,1-537B,ADBA,9,首
6227,香,U+9999,URO,1-537C,ADBB,9,香
6228,馝,U+999D,URO,2-4F39,E4D1,14,香
6229,馞,U+999E,URO,2-5B6C,EC60,16,香
6230,馥,U+99A5,URO,1-7776,C34C,18,香
6231,馦,U+99A6,URO,2-677D,F3B2,19,香
6232,馨,U+99A8,URO,1-7A54,C4C9,20,香
6233,馬,U+99AC,URO,1-586B,B0A8,10,馬
6234,馭,U+99AD,URO,1-6326,B6BF,12,馬
6235,馮,U+99AE,URO,1-6325,B6BE,12,馬
6236,馱,U+99B1,URO,1-676A,B9A4,13,馬
6237,馳,U+99B3,URO,1-6769,B9A3,13,馬
6238,馴,U+99B4,URO,1-676B,B9A5,13,馬
6239,駁,U+99C1,URO,1-6B72,BBE9,14,馬
6240,駐,U+99D0,URO,1-6F77,BE6E,15,馬
6241,駑,U+99D1,URO,1-6F7A,BE71,15,馬
6242,駒,U+99D2,URO,1-6F7C,BE73,15,馬
6243,駕,U+99D5,URO,1-6F7B,BE72,15,馬
6244,駙,U+99D9,URO,1-6F7D,BE74,15,馬
6245,駚,U+99DA,URO,3-4F6E,,15,馬
6246,駛,U+99DB,URO,1-6F79,BE70,15,馬
6247,駝,U+99DD,URO,1-6F76,BE6D,15,馬
6248,駟,U+99DF,URO,1-6F78,BE6F,15,馬
6249,駢,U+99E2,URO,1-732E,C063,16,馬
6250,駭,U+99ED,URO,1-732D,C062,16,馬
6251,駱,U+99F1,URO,1-732F,C064,16,馬
6252,駿,U+99FF,URO,1-762C,C240,17,馬
6253,騁,U+9A01,URO,1-762B,C1FE,17,馬
6254,騎,U+9A0E,URO,1-7777,C34D,18,馬
6255,騏,U+9A0F,URO,2-6459,F1AF,18,馬
6256,騙,U+9A19,URO,1-7952,C446,19,馬
6257,騫,U+9A2B,URO,1-7A55,C4CA,20,馬
6258,騰,U+9A30,URO,1-7A56,C4CB,20,馬
6259,騷,U+9A37,URO,1-7A57,C4CC,20,馬
6260,騾,U+9A3E,URO,1-7B47,C55B,21,馬
6261,驀,U+9A40,URO,1-7B46,C55A,21,馬
6262,驅,U+9A45,URO,1-7B44,C558,21,馬
6263,驊,U+9A4A,URO,2-6E4D,F77E,22,馬
6264,驍,U+9A4D,URO,1-7C27,C5BB,22,馬
6265,驕,U+9A55,URO,1-7C26,C5BA,22,馬
6266,驗,U+9A57,URO,1-7C53,C5E7,23,馬
6267,驚,U+9A5A,URO,1-7C51,C5E5,23,馬
6268,驛,U+9A5B,URO,1-7C52,C5E6,23,馬
6269,驟,U+9A5F,URO,1-7C75,C64A,24,馬
6270,驢,U+9A62,URO,1-7D37,C66A,26,馬
6271,驤,U+9A64,URO,2-7223,F9B3,27,馬
6272,驥,U+9A65,URO,1-7D38,C66B,26,馬
6273,驪,U+9A6A,URO,1-7D47,C67A,29,馬
6274,骨,U+9AA8,URO,1-586C,B0A9,10,骨
6275,骰,U+9AB0,URO,1-6B74,BBEB,14,骨
6276,骱,U+9AB1,URO,2-4F42,E4DA,14,骨
6277,骲,U+9AB2,URO,4-4E74,,15,骨
6278,骸,U+9AB8,URO,1-7330,C065,16,骨
6279,骹,U+9AB9,URO,2-5B76,EC6A,16,骨
6280,骼,U+9ABC,URO,1-7331,C066,16,骨
6281,骾,U+9ABE,URO,2-6070,EF64,17,骨
6282,骿,U+9ABF,URO,2-5B77,EC6B,16,骨
6283,髀,U+9AC0,URO,2-6463,F1B9,18,骨
6284,髏,U+9ACF,URO,1-7B48,C55C,21,骨
6285,髓,U+9AD3,URO,1-7C54,C5E8,23,骨
6286,體,U+9AD4,URO,1-7C55,C5E9,23,骨
6287,髕,U+9AD5,URO,2-7062,F8D4,24,骨
6288,高,U+9AD8,URO,1-586D,B0AA,10,高
6289,髡,U+9AE1,URO,1-676C,B9A6,13,髟
6290,髦,U+9AE6,URO,1-6B75,BBEC,14,髟
6291,髮,U+9AEE,URO,1-7021,BE76,15,髟
6292,髯,U+9AEF,URO,1-7022,BE77,15,髟
6293,髻,U+9AFB,URO,1-7332,C067,16,髟
6294,鬃,U+9B03,URO,1-7779,C34F,18,髟
6295,鬅,U+9B05,URO,2-6467,F1BD,18,髟
6296,鬆,U+9B06,URO,1-777A,C350,18,髟
6297,鬇,U+9B07,URO,3-596F,,18,髟
6298,鬍,U+9B0D,URO,1-7953,C447,19,髟
6299,鬖,U+9B16,URO,2-6C72,F6A6,21,髟
6300,鬚,U+9B1A,URO,1-7C29,C5BD,22,髟
6301,鬞,U+9B1E,URO,2-6F62,F854,23,髟
6302,鬟,U+9B1F,URO,2-6F63,F855,23,髟
6303,鬢,U+9B22,URO,1-7C76,C64B,24,髟
6304,鬥,U+9B25,URO,1-586E,B0AB,10,鬥
6305,鬧,U+9B27,URO,1-7023,BE78,15,鬥
6306,鬨,U+9B28,URO,1-7334,C069,16,鬥
6307,鬩,U+9B29,URO,2-6468,F1BE,18,鬥
6308,鬪,U+9B2A,URO,3-5D62,,20,鬥
6309,鬮,U+9B2E,URO,2-7166,F9C4,26,鬥
6310,鬱,U+9B31,URO,1-7D48,C67B,29,鬯
6311,鬼,U+9B3C,URO,1-5870,B0AD,10,鬼
6312,魁,U+9B41,URO,1-6B76,BBED,14,鬼
6313,魂,U+9B42,URO,1-6B77,BBEE,14,鬼
6314,魄,U+9B44,URO,1-7025,BE7A,15,鬼
6315,魅,U+9B45,URO,1-7024,BE79,15,鬼
6316,魍,U+9B4D,URO,1-777D,C353,18,鬼
6317,魏,U+9B4F,URO,1-777B,C351,18,鬼
6318,魔,U+9B54,URO,1-7B49,C55D,21,鬼
6319,魘,U+9B58,URO,1-7C77,C64C,24,鬼
6320,魚,U+9B5A,URO,1-5E23,B3BD,11,魚
6321,魟,U+9B5F,URO,2-4F49,E4E1,14,魚
6322,魠,U+9B60,URO,2-4F47,E4DF,14,魚
6323,魩,U+9B69,URO,3-4F7C,,15,魚
6324,魬,U+9B6C,URO,2-562E,E8E3,15,魚
6325,魯,U+9B6F,URO,1-7027,BE7C,15,魚
6326,魴,U+9B74,URO,2-5626,E8DB,15,魚
6327,魷,U+9B77,URO,1-7026,BE7B,15,魚
6328,魽,U+9B7D,URO,2-5C2D,ECA1,16,魚
6329,鮀,U+9B80,URO,2-5C21,EC73,16,魚
6330,鮊,U+9B8A,URO,4-5545,,16,魚
6331,鮐,U+9B90,URO,2-5C2A,EC7C,16,魚
6332,鮑,U+9B91,URO,1-7335,C06A,16,魚
6333,鮒,U+9B92,URO,2-5C29,EC7B,16,魚
6334,鮔,U+9B94,URO,3-5379,,16,魚
6335,鮕,U+9B95,URO,2-5C2C,EC7E,16,魚
6336,鮘,U+9B98,URO,3-6673,,16,魚
6337,鮡,U+9BA1,URO,2-607B,EF6F,17,魚
6338,鮢,U+9BA2,URO,2-6121,EF73,17,魚
6339,鮪,U+9BAA,URO,1-762F,C243,17,魚
6340,鮫,U+9BAB,URO,1-762E,C242,17,魚
6341,鮭,U+9BAD,URO,1-7630,C244,17,魚
6342,鮮,U+9BAE,URO,1-762D,C241,17,魚
6343,鮸,U+9BB8,URO,2-6473,F1C9,18,魚
6344,鮻,U+9BBB,URO,3-5974,,18,魚
6345,鯁,U+9BC1,URO,2-6471,F1C7,18,魚
6346,鯆,U+9BC6,URO,2-646E,F1C4,18,魚
6347,鯇,U+9BC7,URO,2-646D,F1C3,18,魚
6348,鯉,U+9BC9,URO,1-7821,C355,18,魚
6349,鯊,U+9BCA,URO,1-777E,C354,18,魚
6350,鯓,U+9BD3,URO,2-6474,F1CA,18,魚
6351,鯗,U+9BD7,URO,2-683D,F3D0,19,魚
6352,鯛,U+9BDB,URO,1-7957,C44B,19,魚
6353,鯤,U+9BE4,URO,2-6838,F3CB,19,魚
6354,鯧,U+9BE7,URO,1-7955,C449,19,魚
6355,鯨,U+9BE8,URO,1-7954,C448,19,魚
6356,鯪,U+9BEA,URO,2-6834,F3C7,19,魚
6357,鯮,U+9BEE,URO,3-5B7A,,19,魚
6358,鯰,U+9BF0,URO,2-683B,F3CE,19,魚
6359,鯻,U+9BFB,URO,3-5D67,,20,魚
6360,鯽,U+9BFD,URO,1-7822,C356,18,魚
6361,鯾,U+9BFE,URO,3-5D6A,,20,魚
6362,鰇,U+9C07,URO,2-6B21,F571,20,魚
6363,鰍,U+9C0D,URO,1-7A5A,C4CF,20,魚
6364,鰓,U+9C13,URO,1-7A59,C4CE,20,魚
6365,鰗,U+9C17,URO,2-6B24,F574,20,魚
6366,鰡,U+9C21,URO,2-6C7D,F6B1,21,魚
6367,鰥,U+9C25,URO,1-7B4C,C560,21,魚
6368,鰭,U+9C2D,URO,1-7B4B,C55F,21,魚
6369,鰮,U+9C2E,URO,3-5F2A,,21,魚
6370,鰱,U+9C31,URO,1-7C2B,C5BF,22,魚
6371,鰲,U+9C32,URO,2-6E61,F7B4,22,魚
6372,鰺,U+9C3A,URO,3-6023,,22,魚
6373,鰻,U+9C3B,URO,1-7C2D,C5C1,22,魚
6374,鰾,U+9C3E,URO,1-7C2C,C5C0,22,魚
6375,鱈,U+9C48,URO,2-6E58,F7AB,22,魚
